sentiment,headline,processed_text
neutral,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .,One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard .
neutral,"One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network .","One of the headboxes will be equipped with a modern consistency control system to ensure cross machine profile of the plasterboard , company said in a statement received by Lesprom Network ."
negative,Small investors have voiced fears that the shares will end up with risk investors .,Small investor have voiced fear that the share will end up with risk investor .
negative,"The result will also be burdened by increased fixed costs associated with operations in China , and restructuring costs in Japan .","The result will also be burdened by increased fixed cost associated with operation in China , and restructuring cost in Japan ."
positive,"As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller services and supplies .","As part of the transaction , M-real and Sappi have also signed a long-term agreement on the supply of pulp and BCTMP and other smaller service and supply ."
neutral,Sales were down 14 per cent in Finland and up 27 per cent abroad where sales were lifted by the strong growth in sales in Russia and Lithuania .,Sales were down 14 per cent in Finland and up 27 per cent abroad where sale were lifted by the strong growth in sale in Russia and Lithuania .
neutral,"In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent .","In Asia earlier , Japan 's Nikkei index fell 0.62 percent and Hong Kong 's Hang Seng Index rose 0.56 percent ."
neutral,4 February 2011 - Finnish privacy and security software developer Tectia Oyj ( HEL : TEC1V ) said Wednesday it has set up two strategic business units - managed security and mobile authentication .,4 February 2011 - Finnish privacy and security software developer Tectia Oyj ( HEL : TEC1V ) said Wednesday it ha set up two strategic business unit - managed security and mobile authentication .
negative,"Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , as compared to the financial year 2004 .","Operating profit for the 12-month period decreased from EUR2 .9 m while turnover increased from EUR24 .5 m , a compared to the financial year 2004 ."
negative,"Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , as compared to the financial year 2004 .","Operating profit for the 12-month period decreased from EUR28 .2 m while net turnover increased from EUR313 .42 m , a compared to the financial year 2004 ."
negative,"Operating profit for the 12-month period decreased from EUR5 .4 m while net sales increased from EUR62 .0 m , as compared to the financial year 2004 .","Operating profit for the 12-month period decreased from EUR5 .4 m while net sale increased from EUR62 .0 m , a compared to the financial year 2004 ."
neutral,"Operating profit for the 12-month period decreased from EUR9 .6 m while net sales increased from EUR69 .0 m , as compared to 2005 .","Operating profit for the 12-month period decreased from EUR9 .6 m while net sale increased from EUR69 .0 m , a compared to 2005 ."
neutral,"Operating profit for the six-month period decreased from EUR111 .9 m , while sales increased from EUR1 ,275 m , as compared to the corresponding period in 2006 .","Operating profit for the six-month period decreased from EUR111 .9 m , while sale increased from EUR1 ,275 m , a compared to the corresponding period in 2006 ."
negative,"Operating profit for the six-month period decreased from EUR21m , while net sales increased from EUR436 .9 m , as compared to the corresponding period in 2007 .","Operating profit for the six-month period decreased from EUR21m , while net sale increased from EUR436 .9 m , a compared to the corresponding period in 2007 ."
negative,"Operating profit for the three-month period decreased from EUR1 .65 m while net sales increased from EUR14 .6 m , as compared to the corresponding period in 2005 .","Operating profit for the three-month period decreased from EUR1 .65 m while net sale increased from EUR14 .6 m , a compared to the corresponding period in 2005 ."
negative,"In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 .","In the first half of 2008 , the Bank 's operating profit fell to EUR 11.8 mn from EUR 18.9 mn , while net interest income increased to EUR 20.9 mn from EUR 18.8 mn in the first half of 2007 ."
negative,"Operating profit for the 12-month period decreased from EUR157 .5 m , while net sales increased from EUR634 .3 m , as compared to 2007 .","Operating profit for the 12-month period decreased from EUR157 .5 m , while net sale increased from EUR634 .3 m , a compared to 2007 ."
negative,"Operating profit for the 12-month period decreased from EUR17 .9 m while net sales increased from EUR58 .3 m , as compared to 2007 .","Operating profit for the 12-month period decreased from EUR17 .9 m while net sale increased from EUR58 .3 m , a compared to 2007 ."
negative,"Operating profit for the nine-month period decreased from EUR19 .9 m while net sales increased from EUR155 .7 m , as compared to the corresponding period in 2007 .","Operating profit for the nine-month period decreased from EUR19 .9 m while net sale increased from EUR155 .7 m , a compared to the corresponding period in 2007 ."
negative,"Comparable operating profit for the quarter decreased from EUR510m while sales increased from EUR860m , as compared to the third quarter 2007 .","Comparable operating profit for the quarter decreased from EUR510m while sale increased from EUR860m , a compared to the third quarter 2007 ."
negative,"Earlier today , Geberit 's Finnish rival Uponor OYJ cut its full-year sales growth forecast to 6 pct from 10 pct , blaming tough conditions in Germany and the US , as well as currency factors .","Earlier today , Geberit 's Finnish rival Uponor OYJ cut it full-year sale growth forecast to 6 pct from 10 pct , blaming tough condition in Germany and the US , a well a currency factor ."
positive,"In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sales contracted to EUR 340.4 million from EUR 361.1 million .","In the fourth quarter of 2009 , Atria 's net loss shrank to EUR 1.2 million from EUR 5.9 million and net sale contracted to EUR 340.4 million from EUR 361.1 million ."
negative,"Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 .","Operating loss totalled EUR 0.3 mn , down from a profit of EUR 5.1 mn in the first half of 2009 ."
negative,"Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn .","Operating loss totalled EUR 0.9 mn , down from a profit of EUR 2.7 mn ."
negative,"Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 .","Pretax loss totaled EUR 1.2 mn , down from a profit of EUR 2.1 mn in 2004 ."
negative,"The group 's operating loss was EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 .","The group 's operating loss wa EUR 0.8 mn , down from a profit of EUR 2.5 mn in 2004 ."
negative,"The Finnish national carrier said net loss in April through June was euro26 million , down from a net profit of euro13 million a year earlier .","The Finnish national carrier said net loss in April through June wa euro26 million , down from a net profit of euro13 million a year earlier ."
negative,"It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn .","It generated an operating loss of EUR 96.3 mn , down from a profit of EUR 43.9 mn ."
neutral,"The highest growth would be in China , while weakening demand would continue in North America , UPM said .","The highest growth would be in China , while weakening demand would continue in North America , UPM said ."
negative,"UPM said the move will lower net profit by  x20ac 385 million US$ 520 million in the second quarter , mainly due to impairment charges .","UPM said the move will lower net profit by x20ac 385 million US $ 520 million in the second quarter , mainly due to impairment charge ."
neutral,"Marubeni has participated in GHG - Green House Gas - emission reduction projects overseas , obtained emissions credit from its projects and has provided these to Japanese clients .","Marubeni ha participated in GHG - Green House Gas - emission reduction project overseas , obtained emission credit from it project and ha provided these to Japanese client ."
positive,"The two companies will also partner in further developing Raiso 's cholesterol lowering brand , Benecol .","The two company will also partner in further developing Raiso 's cholesterol lowering brand , Benecol ."
neutral,"Below are consolidated , unaudited results for Amanda Capital under IFRS reporting standards .","Below are consolidated , unaudited result for Amanda Capital under IFRS reporting standard ."
neutral,Below are unaudited consolidated results for Aspocomp Group under IFRS reporting standards .,Below are unaudited consolidated result for Aspocomp Group under IFRS reporting standard .
neutral,"ASPOCOMP GROUP OYJ STOCK EXCHANGE RELEASE December 15 , 2006 at 4:50 PM According to the disclosure received today by Aspocomp Group Oyj , the share of Henrik Nyberg in Aspocomp Group Oyj 's share capital and votes has decreased below 5 percent .","ASPOCOMP GROUP OYJ STOCK EXCHANGE RELEASE December 15 , 2006 at 4:50 PM According to the disclosure received today by Aspocomp Group Oyj , the share of Henrik Nyberg in Aspocomp Group Oyj 's share capital and vote ha decreased below 5 percent ."
neutral,Sales fell abroad but increased in Finland .,Sales fell abroad but increased in Finland .
negative,"Since the association 's data do not cover sales figures from about 100 small local breweries and sales of imported beer products , the actual market shares of its members are smaller than those given in the report .","Since the association 's data do not cover sale figure from about 100 small local brewery and sale of imported beer product , the actual market share of it member are smaller than those given in the report ."
neutral,Total two offers were received by Contracting Authority for participating in this contract ; however the contract was allotted to Affecto Finland Oy .,Total two offer were received by Contracting Authority for participating in this contract ; however the contract wa allotted to Affecto Finland Oy .
negative,"At 1.33 pm , the OMX Helsinki 25 was 0.30 pct lower at 2,463.67 and the OMX Helsinki was down 0.37 pct at 8,537.42 on volume of 256 mln eur .","At 1.33 pm , the OMX Helsinki 25 wa 0.30 pct lower at 2,463.67 and the OMX Helsinki wa down 0.37 pct at 8,537.42 on volume of 256 mln eur ."
negative,"At 12.01 pm , the OMX Helsinki 25 was down 0.66 pct to 3,143.57 and the OMX Helsinki was 0.67 pct lower at 10,530.74 on 253 mln eur turnover .","At 12.01 pm , the OMX Helsinki 25 wa down 0.66 pct to 3,143.57 and the OMX Helsinki wa 0.67 pct lower at 10,530.74 on 253 mln eur turnover ."
neutral,"Compared with the FTSE 100 index , which fell 35.2 points ( or 0.6 % ) on the day , this was a relative price change of 0.6 % .","Compared with the FTSE 100 index , which fell 35.2 point ( or 0.6 % ) on the day , this wa a relative price change of 0.6 % ."
neutral,Elcoteq SE is Europe 's largest contract electronics maker and has set up a unit in Bangalore in association with Avista Advisory of Mumbai .,Elcoteq SE is Europe 's largest contract electronics maker and ha set up a unit in Bangalore in association with Avista Advisory of Mumbai .
negative,HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting rights in the Finnish cranes company fell last week to 4.65 pct from more than 9 pct in October 2005 .,HELSINKI ( AFX ) - KCI Konecranes said that Franklin Resources Inc 's share of voting right in the Finnish crane company fell last week to 4.65 pct from more than 9 pct in October 2005 .
negative,"In January-August 2009 , imports by sea in container , lorry , and trailer units fell by 27.7 % and exports by 28.6 % from the corresponding period in 2008 .","In January-August 2009 , import by sea in container , lorry , and trailer unit fell by 27.7 % and export by 28.6 % from the corresponding period in 2008 ."
neutral,Liora 's got a brand-new bag .,Liora 's got a brand-new bag .
negative,The airline 's share price closed down slightly at (  x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .,The airline 's share price closed down slightly at ( x20ac ) 12.51 ( $ 15US .74 ) in Helsinki .
negative,"The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki was down 0.21 pct at 10,736.42 on 1.523 bln eur turnover .","The OMX Helsinki 25 ended 0.47 pct lower at 3,150.55 and the OMX Helsinki wa down 0.21 pct at 10,736.42 on 1.523 bln eur turnover ."
neutral,"The podcast , sees Harple provide the low-down on GyPSii 's platform , which takes someone 's location and demographic information to produce a contextual index of the world around them .","The podcast , see Harple provide the low-down on GyPSii 's platform , which take someone 's location and demographic information to produce a contextual index of the world around them ."
negative,"When this information was released on 5 September 2008 , Nokia 's American Depositary shares fell by 8 % .","When this information wa released on 5 September 2008 , Nokia 's American Depositary share fell by 8 % ."
neutral,"- Among other Finnish shares traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene was up 0.28 pct at 18.10 eur , and Metso was down 0.13 pct at 31.06 eur .","- Among other Finnish share traded in the US , Stora Enso closed 0.33 pct lower at 12.11 eur , UPM-Kymmene wa up 0.28 pct at 18.10 eur , and Metso wa down 0.13 pct at 31.06 eur ."
negative,"Finnish construction company YIT is reducing the number of start-ups of market-financed residential units in 2007 to about 2,300 from the previously announced 2,700 .","Finnish construction company YIT is reducing the number of start-ups of market-financed residential unit in 2007 to about 2,300 from the previously announced 2,700 ."
negative,"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .","At 10.33 am , Huhtamaki wa the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 wa 0.32 pct higher at 3,332.41 , and the OMX Helsinki wa up 0.47 pct at 11,687.32 ."
negative,"At 12.59 pm , the OMX Helsinki 25 index was 0.32 pct lower at 2,694.81 .","At 12.59 pm , the OMX Helsinki 25 index wa 0.32 pct lower at 2,694.81 ."
negative,"At the close , the OMX Helsinki 25 was 0.01 pct lower at 3,067.64 points and the OMX Helsinki was down 0.05 pct at 10,321.46 points on over 1.343 bln eur of turnover .","At the close , the OMX Helsinki 25 wa 0.01 pct lower at 3,067.64 point and the OMX Helsinki wa down 0.05 pct at 10,321.46 point on over 1.343 bln eur of turnover ."
neutral,"Body The credit falls due February 24 , 2014 .","Body The credit fall due February 24 , 2014 ."
negative,"Capacity will ease at its Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six weeks starting mid-May , it said .","Capacity will ease at it Seikku sawmill in Pori and Alholma sawmill in Pietarsaari and result in 60 people being laid off for around six week starting mid-May , it said ."
neutral,"However , two of the previously ordered sets will start producing electricity at the end of October 2010 , it said .","However , two of the previously ordered set will start producing electricity at the end of October 2010 , it said ."
neutral,"Sales in local currencies decreased by 0.5 percent while the number of subscribers rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said .","Sales in local currency decreased by 0.5 percent while the number of subscriber rose by 12.7 million to a total of 147.6 million at the end of fourth quarter , the company said ."
negative,The company confirmed its estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m as given in the interim report on August 5 .,The company confirmed it estimate for lower revenue for the whole 2009 than the year-ago EUR 93.9 million USD 137.3 m a given in the interim report on August 5 .
negative,The company expects its net sales for the whole 2009 to remain below the 2008 level .,The company expects it net sale for the whole 2009 to remain below the 2008 level .
negative,The measures result from decreased demand in technical design and product information .,The measure result from decreased demand in technical design and product information .
negative,"The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stocks on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 points on Thursday .","The OMX Nordic 40 OMXN40 index , comprising the 40 most traded Nordic stock on the Nasdaq OMX exchange , closed down 0.87 % at 1,064.14 point on Thursday ."
negative,The repurchases shall decrease the distributable capital and reserves .,The repurchase shall decrease the distributable capital and reserve .
negative,- Net sales for the period are expected to fall well below that of last year and the result after non-recurring items is expected to be in the red .,- Net sale for the period are expected to fall well below that of last year and the result after non-recurring item is expected to be in the red .
negative,"In Finland , the Bank of +_land reports its operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 .","In Finland , the Bank of +_land report it operating profit fell to EUR 6.1 mn in the second quarter of 2008 from EUR 7.5 mn in the second quarter of 2007 ."
negative,"Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 workers at its plants in Pecs S Hungary at the end of September because of falling orders , communications director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday .","Budapest , August 10 MTI - Finnish electronics maker Elcoteq will lay off 700 worker at it plant in Pecs S Hungary at the end of September because of falling order , communication director for Elcoteq 's local unit , Zoltan Krippl told MTI on Monday ."
negative,Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .,Earnings per share EPS in 2005 decreased to EUR0 .66 from EUR1 .15 in 2004 .
negative,"Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passengers , a decline of 60.8 % , on routes between Helsinki and the Baltic capitals and within Southern Finland .","Finnair 's Tallinn-based subsidiary , Aero AS , carried 23,335 passenger , a decline of 60.8 % , on route between Helsinki and the Baltic capital and within Southern Finland ."
negative,"HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charges , but other earnings lines are seen higher year-on-year , analysts said .","HELSINKI AFX - Kesko Corp is expected to report a lower second quarter EPS today due to tax charge , but other earnings line are seen higher year-on-year , analyst said ."
negative,"In Q1 of 2009 , Bank of +_land 's net interest income weakened by 10 % to EUR 9.1 mn .","In Q1 of 2009 , Bank of +_land 's net interest income weakened by 10 % to EUR 9.1 mn ."
negative,"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .","ADPnews - Aug 3 , 2009 - Finnish medium group Ilkka-Yhtyma Oyj HEL : ILK2S said today it net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 ."
negative,Operating profit for 2009 lower than outlook published earlier .,Operating profit for 2009 lower than outlook published earlier .
negative,Operating profit for continuing operations fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .,Operating profit for continuing operation fell to EUR 48.3 mn from EUR 72.4 mn in the first half of 2007 .
negative,"Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 .","Revenue for the quarter totaled 27.4 billion , down 2 percent from 28.1 billion in the fourth quarter in 2008 ."
negative,"Sampo Bank 's market share of lending was 13.6 % , down from 14.4 % in the first quarter of 2008 .","Sampo Bank 's market share of lending wa 13.6 % , down from 14.4 % in the first quarter of 2008 ."
negative,Sanoma News ' advertising sales decreased by 22 % during the year .,Sanoma News ' advertising sale decreased by 22 % during the year .
negative,"26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L&T , said today its net profit declined to EUR20 .9 m for the first nine months of 2010 from EUR27 .6 m for the same period a year earlier .","26 October 2010 - Finnish environmental management company Lassila & Tikanoja Oyj ( HEL : LAT1V ) , or L & T , said today it net profit declined to EUR20 .9 m for the first nine month of 2010 from EUR27 .6 m for the same period a year earlier ."
negative,Finnish Bank of +_land reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,Finnish Bank of +_land report it operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .
negative,"Finnish Bank of +_land reports operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 .","Finnish Bank of +_land report operating profit of EUR 2.2 mn in the first quarter of 2010 , down from EUR 6.3 mn in the corresponding period in 2009 ."
negative,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 .","Finnish electronics contract manufacturer Scanfil report net sale of EUR 241.2 mn in 2006 , down from EUR 321.6 mn in 2005 ."
negative,"Finnish electronics contract manufacturer Scanfil reports net sales of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier .","Finnish electronics contract manufacturer Scanfil report net sale of EUR 58.9 mn in the second quarter of 2007 , down from EUR 62.4 mn a year earlier ."
negative,"Finnish Exel Composites , a technology company that designs , manufactures , and markets composite profiles and tubes for various industrial applications , reports its net sales decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 .","Finnish Exel Composites , a technology company that design , manufacture , and market composite profile and tube for various industrial application , report it net sale decreased by 0.6 % in the second quarter of 2010 to EUR 19.2 mn from EUR 19.3 mn in the corresponding period in 2009 ."
negative,"Finnish GeoSentric 's net sales decreased to EUR 939,000 in January-March 2009 .","Finnish GeoSentric 's net sale decreased to EUR 939,000 in January-March 2009 ."
negative,"Finnish Kemira 's net sales EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 .","Finnish Kemira 's net sale EUR decreased to EUR 1,259.6 mn in January-June 2009 from EUR 1,425.1 mn in January-June 2008 ."
negative,"Finnish plumbing and heating systems supplier Uponor 's net sales from continuing operations decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 .","Finnish plumbing and heating system supplier Uponor 's net sale from continuing operation decreased by 9.4 % in 2008 to EUR 949.2 mn from EUR 1,047.4 mn in 2007 ."
negative,"Finnish plumbing and heating systems supplier Uponor 's net sales in continuing business operations decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 .","Finnish plumbing and heating system supplier Uponor 's net sale in continuing business operation decreased to EUR 249.1 mn in July-September 2008 , compared to EUR 262.1 mn in the third quarter of 2007 ."
negative,"Finnish Scanfil , a contract manufacturer and systems supplier for communication and industrial electronics reports net sales of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier .","Finnish Scanfil , a contract manufacturer and system supplier for communication and industrial electronics report net sale of EUR 108.7 mn in the first half of 2008 , down from EUR 111.1 mn a year earlier ."
negative,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports its net sales totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 .","Finnish Scanfil , a system supplier and contract manufacturer to the communication sector and the electronics industry , report it net sale totalled EUR 94.7 mn in the first half of 2010 , down from EUR 99.5 mn in the first half of 2009 ."
negative,"Finnish Scanfil , a systems supplier and contract manufacturer to the communications sector and the electronics industry , reports net sales of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 .","Finnish Scanfil , a system supplier and contract manufacturer to the communication sector and the electronics industry , report net sale of EUR 49.6 mn in the first quarter of 2009 , which are only a per cent smaller than in the corresponding period in 2008 ."
negative,"Finnish shipping company Finnlines , of the Grimaldi Group , reports its net sales decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 .","Finnish shipping company Finnlines , of the Grimaldi Group , report it net sale decreased to EUR 241.8 mn in January-June 2009 from EUR 384.0 mn in the corresponding period in 2008 ."
negative,"Cargo traffic fell 1 % year-on-year to 8,561 tonnes in September 2009 .","Cargo traffic fell 1 % year-on-year to 8,561 tonne in September 2009 ."
negative,"Cash flow after investments amounted to EUR45m , down from EUR46m .","Cash flow after investment amounted to EUR45m , down from EUR46m ."
negative,"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .","Coca-Cola wa the market leader of manufacturer with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 ."
negative,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .,Comparable operating profit decreased to EUR 13.8 mn from EUR 17.1 mn in the corresponding period in 2005 .
negative,Consolidated operating profit from continuing operations decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .,Consolidated operating profit from continuing operation decreased by 62.3 % to EUR 51.2 mn from EUR 135.7 mn in 2007 .
negative,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .,Consolidated pretax profit decreased by 69.2 % to EUR 41.0 mn from EUR 133.1 mn in 2007 .
negative,Device volume in the area decreased by 21 % to 2.7 mn units .,Device volume in the area decreased by 21 % to 2.7 mn unit .
negative,Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .,Diluted earnings per share ( EPS ) declined to EUR 0.78 from EUR 1.76 .
negative,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .,Diluted earnings per share ( EPS ) fell to EUR 0.63 from EUR 1.71 .
negative,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish media group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today its net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .,down to EUR5 .9 m H1 '09 3 August 2009 - Finnish medium group Ilkka-Yhtyma Oyj ( HEL : ILK2S ) said today it net profit fell 45 % on the year to EUR5 .9 m in the first half of 2009 .
negative,"Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 .","Earnings per share ( EPS ) amounted to EUR1 .37 , down from EUR2 .30 ."
negative,Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .,Earnings per share ( EPS ) in 2005 decreased to EUR1 .87 from EUR1 .89 in 2003 .
negative,"Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago .","Earnings per share ( EPS ) in the first half of 2007 amounted to EUR0 .29 , down from EUR0 .40 year ago ."
negative,Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,Finnair 's total traffic decreased by 8.7 % in term of revenue passenger kilometre .
negative,Finnish business software group AffectoGenimap Oyj said its net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine months of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .,Finnish business software group AffectoGenimap Oyj said it net profit halved to 1.2 mln euro ( $ 1.5 mln ) in the first nine month of 2006 from 2.2 mln euro ( $ 2.8 mln ) in the same period of 2005 .
negative,"Finnish financial software solutions developer BasWare Oyj said its net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier .","Finnish financial software solution developer BasWare Oyj said it net profit fell to 884,000 euro ( $ 1.2 mln ) for the first quarter of 2007 from 2.0 mln euro ( $ 2.7 mln ) a year earlier ."
negative,Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine months of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .,Finnish glass technology company Glaston Oyj Abp net profit decreased to 2.6 mln euro ( $ 3.8 mln ) for the first nine month of 2007 from 7.8 mln euro ( $ 11.4 mln ) for the same period of 2006 .
negative,"Finnish management software solutions provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 .","Finnish management software solution provider Ixonos Oyj net profit decreased to 369,000 euro ( $ 575,000 ) for the first quarter of 2008 from 669,000 euro ( $ 1.0 mln ) for the same period of 2007 ."
negative,Finnish media company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .,Finnish medium company Talentum Oyj 's net profit decreased to 2.5 mln euro ( $ 4.0 mln ) for the first quarter of 2008 from 3.0 mln euro ( $ 4.7 mln ) for the same period of 2007 .
negative,Finnish metal products company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .,Finnish metal product company Componenta Oyj net profit went slightly down to 25.1 mln euro ( $ 40.2 mln ) for the first half of 2008 from 25.4 mln euro ( $ 40.7 mln ) for the same period of 2007 .
negative,"In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profits declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 .","In a separate announcement to the Helsinki stock exchange , Atria revealed that the company 's third quarter profit declined from EUR13 .9 m in the third quarter of last year to EUR12 .7 m in this year 's Q3 ."
negative,"In the fourth quarter of 2008 , net sales decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 .","In the fourth quarter of 2008 , net sale decreased to EUR 121.4 mn from EUR 165.5 mn in the fourth quarter of 2007 ."
negative,"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .","Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their target on the stock ."
negative,"( ADP News ) - Feb 11 , 2009 - Finnish wood products technology supplier Raute Oyj ( HEL : RUTAV ) said today its net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 .","( ADP News ) - Feb 11 , 2009 - Finnish wood product technology supplier Raute Oyj ( HEL : RUTAV ) said today it net profit decreased to EUR 4.7 million ( USD 6.1 m ) for 2008 from EUR 6.6 million for 2007 ."
negative,"( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today its net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 .","( ADP News ) - Feb 12 , 2009 - Finnish construction company Lemminkainen Oyj ( HEL : LEM1S ) said today it net profit decreased to EUR 63.5 million ( USD 81.1 m ) for 2008 from EUR 80.6 million for 2007 ."
